,股票名称,股票代码,所属中证行业(2016) [行业类别]1级,所属中证行业(2016) [行业类别]2级,所属中证行业(2016) [行业类别]3级,所属中证行业(2016) [行业类别]4级,股票风格分类
玉马遮阳,300993.SZ,原材料,原材料,化学制品,纤维及树脂,成长型
久祺股份,300994.SZ,可选消费,耐用消费品与服装,休闲设备与用品,休闲设备与用品,成长型
奇德新材,300995.SZ,原材料,原材料,化学制品,其他化学制品,成长型
普联软件,300996.SZ,信息技术,计算机运用,互联网服务,互联网信息服务,成长型
欢乐家,300997.SZ,主要消费,食品、饮料与烟草,饮料,软饮料,成长型
宁波方正,300998.SZ,工业,资本品,机械制造,其他机械设备,成长型
金龙鱼,300999.SZ,主要消费,食品、饮料与烟草,包装食品与肉类,包装食品与肉类,混合型
肇民科技,301000.SZ,原材料,原材料,化学制品,塑料制品,成长型
凯淳股份,301001.SZ,信息技术,计算机运用,互联网服务,互联网信息服务,成长型
崧盛股份,301002.SZ,信息技术,计算机及电子设备,电子设备,光电子器件,成长型
江苏博云,301003.SZ,原材料,原材料,化学制品,塑料制品,成长型
嘉益股份,301004.SZ,原材料,原材料,容器与包装,金属与玻璃容器,成长型
超捷股份,301005.SZ,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,成长型
迈拓股份,301006.SZ,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
德迈仕,301007.SZ,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,混合型
宏昌科技,301008.SZ,工业,资本品,电气设备,电气部件与设备,成长型
可靠股份,301009.SZ,原材料,原材料,纸类与林业产品,纸制品,成长型
晶雪节能,301010.SZ,原材料,原材料,建筑材料,其他建材,成长型
华立科技,301011.SZ,可选消费,耐用消费品与服装,休闲设备与用品,休闲设备与用品,成长型
扬电科技,301012.SZ,工业,资本品,电气设备,电气部件与设备,成长型
利和兴,301013.SZ,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
百洋医药,301015.SZ,医药卫生,医药生物,制药,药品经销商,混合型
雷尔伟,301016.SZ,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,成长型
漱玉平民,301017.SZ,医药卫生,医药生物,制药,药品经销商,混合型
申菱环境,301018.SZ,工业,资本品,环保设备、工程与服务,环保设备,混合型
宁波色母,301019.SZ,原材料,原材料,化学制品,塑料制品,成长型
密封科技,301020.SZ,工业,资本品,机械制造,通用机械,成长型
英诺激光,301021.SZ,信息技术,计算机及电子设备,电子设备,光电子器件,成长型
海泰科,301022.SZ,工业,资本品,机械制造,其他机械设备,成长型
江南奕帆,301023.SZ,工业,资本品,电气设备,电气部件与设备,成长型
霍普股份,301024.SZ,工业,资本品,建筑与工程,建筑装修,成长型
读客文化,301025.SZ,可选消费,传媒,传媒,出版,混合型
浩通科技,301026.SZ,原材料,原材料,有色金属,黄金及其它贵金属,成长型
华蓝集团,301027.SZ,工业,商业服务与用品,商业服务与用品,其他商业服务,成长型
东亚机械,301028.SZ,工业,资本品,机械制造,其他机械设备,成长型
怡合达,301029.SZ,工业,资本品,机械制造,其他机械设备,成长型
仕净科技,301030.SZ,工业,资本品,环保设备、工程与服务,环保设备,成长型
中熔电气,301031.SZ,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
新柴股份,301032.SZ,工业,资本品,机械制造,通用机械,成长型
迈普医学,301033.SZ,医药卫生,医疗器械与服务,医疗器械,医疗器械,成长型
润丰股份,301035.SZ,原材料,原材料,化学制品,化肥与农药,混合型
双乐股份,301036.SZ,原材料,原材料,化学制品,印染化学品,成长型
保立佳,301037.SZ,原材料,原材料,化学制品,涂料涂漆,成长型
深水规院,301038.SZ,工业,资本品,环保设备、工程与服务,环保服务,成长型
中集车辆,301039.SZ,工业,资本品,机械制造,商用货车,价值型
中环海陆,301040.SZ,工业,资本品,机械制造,通用机械,成长型
金百泽,301041.SZ,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
安联锐视,301042.SZ,可选消费,耐用消费品与服装,家庭耐用消费品,消费电子产品,成长型
绿岛风,301043.SZ,工业,资本品,机械制造,其他机械设备,成长型
天禄科技,301045.SZ,信息技术,计算机及电子设备,电子设备,光电子器件,成长型
能辉科技,301046.SZ,工业,商业服务与用品,商业服务与用品,其他商业服务,成长型
义翘神州,301047.SZ,医药卫生,医药生物,生物科技,生物科技,成长型
金鹰重工,301048.SZ,工业,交通运输,道路运输,铁路运输,成长型
超越科技,301049.SZ,工业,资本品,环保设备、工程与服务,环保服务,成长型
雷电微力,301050.SZ,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
信濠光电,301051.SZ,信息技术,计算机及电子设备,电子设备,光电子器件,成长型
果麦文化,301052.SZ,可选消费,传媒,传媒,出版,成长型
远信工业,301053.SZ,工业,资本品,机械制造,其他机械设备,成长型
C张小泉,301055.SZ,原材料,原材料,有色金属,其它有色金属及合金,成长型
C森赫,301056.SZ,工业,资本品,机械制造,其他机械设备,混合型
C汇隆,301057.SZ,原材料,原材料,化学制品,纤维及树脂,成长型
C中粮,301058.SZ,工业,商业服务与用品,商业服务与用品,其他商业服务,成长型
浦发银行,600000.SH,金融地产,银行,商业银行,综合性银行,价值型
白云机场,600004.SH,工业,交通运输,交通基本设施,机场,价值型
东风汽车,600006.SH,可选消费,汽车与汽车零部件,汽车与摩托车,汽车,混合型
中国国贸,600007.SH,金融地产,房地产,房地产管理与服务,房地产管理与服务,价值型
首创环保,600008.SH,公用事业,公用事业,水务,水务,混合型
上海机场,600009.SH,工业,交通运输,交通基本设施,机场,混合型
包钢股份,600010.SH,原材料,原材料,钢铁,钢铁,混合型
华能国际,600011.SH,公用事业,公用事业,电力,火电,价值型
皖通高速,600012.SH,工业,交通运输,交通基本设施,高速公路,价值型
华夏银行,600015.SH,金融地产,银行,商业银行,综合性银行,价值型
民生银行,600016.SH,金融地产,银行,商业银行,综合性银行,价值型
日照港,600017.SH,工业,交通运输,交通基本设施,港口,成长型
上港集团,600018.SH,工业,交通运输,交通基本设施,港口,价值型
宝钢股份,600019.SH,原材料,原材料,钢铁,钢铁,价值型
中原高速,600020.SH,工业,交通运输,交通基本设施,高速公路,混合型
上海电力,600021.SH,公用事业,公用事业,电力,火电,混合型
山东钢铁,600022.SH,原材料,原材料,钢铁,钢铁,成长型
浙能电力,600023.SH,公用事业,公用事业,电力,火电,价值型
华能水电,600025.SH,公用事业,公用事业,电力,水电,混合型
中远海能,600026.SH,工业,交通运输,航运,航运,混合型
华电国际,600027.SH,公用事业,公用事业,电力,火电,价值型
中国石化,600028.SH,能源,能源,石油与天然气,综合性石油与天然气企业,价值型
南方航空,600029.SH,工业,交通运输,航空公司,航空公司,混合型
中信证券,600030.SH,金融地产,资本市场,资本市场,投资银行业与经纪业,价值型
三一重工,600031.SH,工业,资本品,机械制造,工程机械,混合型
浙江新能,600032.SH,公用事业,公用事业,电力,水电,成长型
福建高速,600033.SH,工业,交通运输,交通基本设施,高速公路,混合型
楚天高速,600035.SH,工业,交通运输,交通基本设施,高速公路,价值型
招商银行,600036.SH,金融地产,银行,商业银行,综合性银行,混合型
歌华有线,600037.SH,可选消费,传媒,传媒,广播与有线电视,价值型
中直股份,600038.SH,工业,资本品,航空航天与国防,航空航天与国防,混合型
四川路桥,600039.SH,工业,资本品,建筑与工程,土木工程,混合型
保利地产,600048.SH,金融地产,房地产,房地产开发与园区,房地产开发,价值型
中国联通,600050.SH,电信业务,电信服务,电信运营服务,电信运营服务,价值型
宁波联合,600051.SH,工业,商业服务与用品,商业服务与用品,工业品贸易商,混合型
浙江广厦,600052.SH,可选消费,传媒,传媒,电影与娱乐,成长型
九鼎投资,600053.SH,金融地产,资本市场,资本市场,资产管理与托管银行,成长型
黄山旅游,600054.SH,可选消费,消费者服务,酒店、餐馆与休闲,景点,价值型
万东医疗,600055.SH,医药卫生,医疗器械与服务,医疗器械,医疗器械,成长型
中国医药,600056.SH,医药卫生,医药生物,制药,药品经销商,混合型
厦门象屿,600057.SH,工业,交通运输,航空货运与物流,物流,价值型
五矿发展,600058.SH,工业,商业服务与用品,商业服务与用品,工业品贸易商,混合型
古越龙山,600059.SH,主要消费,食品、饮料与烟草,饮料,黄酒,价值型
海信视像,600060.SH,可选消费,耐用消费品与服装,家庭耐用消费品,消费电子产品,价值型
国投资本,600061.SH,金融地产,资本市场,资本市场,投资银行业与经纪业,混合型
华润双鹤,600062.SH,医药卫生,医药生物,制药,化学药,价值型
皖维高新,600063.SH,原材料,原材料,化学制品,纤维及树脂,混合型
南京高科,600064.SH,金融地产,房地产,房地产开发与园区,园区,价值型
宇通客车,600066.SH,可选消费,汽车与汽车零部件,汽车与摩托车,汽车,价值型
冠城大通,600067.SH,金融地产,房地产,房地产开发与园区,房地产开发,混合型
葛洲坝,600068.SH,工业,资本品,建筑与工程,土木工程,价值型
浙江富润,600070.SH,可选消费,传媒,传媒,营销与广告,混合型
凤凰光学,600071.SH,可选消费,耐用消费品与服装,家庭耐用消费品,消费电子产品,混合型
中船科技,600072.SH,工业,资本品,建筑与工程,土木工程,成长型
上海梅林,600073.SH,主要消费,食品、饮料与烟草,包装食品与肉类,包装食品与肉类,价值型
新疆天业,600075.SH,原材料,原材料,化学原料,化学原料,价值型
康欣新材,600076.SH,原材料,原材料,纸类与林业产品,林业产品,价值型
宋都股份,600077.SH,金融地产,房地产,房地产开发与园区,房地产开发,成长型
*ST澄星,600078.SH,原材料,原材料,化学原料,化学原料,价值型
人福医药,600079.SH,医药卫生,医药生物,制药,化学药,价值型
金花股份,600080.SH,医药卫生,医药生物,制药,化学药,混合型
东风科技,600081.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,价值型
海泰发展,600082.SH,金融地产,房地产,房地产开发与园区,园区,成长型
*ST博信,600083.SH,可选消费,零售业,其他零售,其他零售,成长型
*ST中葡,600084.SH,主要消费,食品、饮料与烟草,饮料,葡萄酒及其他,价值型
同仁堂,600085.SH,医药卫生,医药生物,制药,中药,混合型
中视传媒,600088.SH,可选消费,传媒,传媒,电影与娱乐,价值型
特变电工,600089.SH,工业,资本品,电气设备,电气部件与设备,价值型
*ST济堂,600090.SH,医药卫生,医药生物,制药,药品经销商,价值型
*ST明科,600091.SH,原材料,原材料,化学原料,化学原料,价值型
*ST易见,600093.SH,工业,交通运输,航空货运与物流,物流,价值型
大名城,600094.SH,金融地产,房地产,房地产开发与园区,房地产开发,成长型
湘财股份,600095.SH,金融地产,资本市场,资本市场,投资银行业与经纪业,成长型
云天化,600096.SH,原材料,原材料,化学制品,化肥与农药,混合型
开创国际,600097.SH,主要消费,食品、饮料与烟草,农牧渔产品,渔业产品,混合型
广州发展,600098.SH,公用事业,公用事业,电力,火电,价值型
林海股份,600099.SH,可选消费,汽车与汽车零部件,汽车与摩托车,摩托车,混合型
同方股份,600100.SH,信息技术,计算机及电子设备,电脑与外围设备,电脑与外围设备,混合型
明星电力,600101.SH,公用事业,公用事业,电力,水电,混合型
青山纸业,600103.SH,原材料,原材料,纸类与林业产品,纸制品,混合型
上汽集团,600104.SH,可选消费,汽车与汽车零部件,汽车与摩托车,汽车,价值型
永鼎股份,600105.SH,电信业务,通信设备,通信设备,通信传输设备,价值型
重庆路桥,600106.SH,工业,交通运输,交通基本设施,高速公路,混合型
美尔雅,600107.SH,可选消费,耐用消费品与服装,纺织服装,服装服饰,成长型
亚盛集团,600108.SH,主要消费,食品、饮料与烟草,农牧渔产品,其他农产品,混合型
国金证券,600109.SH,金融地产,资本市场,资本市场,投资银行业与经纪业,价值型
诺德股份,600110.SH,工业,资本品,电气设备,新能源设备,混合型
北方稀土,600111.SH,原材料,原材料,有色金属,稀有金属,成长型
*ST天成,600112.SH,工业,资本品,电气设备,电气部件与设备,价值型
浙江东日,600113.SH,工业,商业服务与用品,商业服务与用品,市场服务,成长型
东睦股份,600114.SH,工业,资本品,机械制造,其他机械设备,价值型
